2025-04-07 18:27:48,603 - INFO - Env 06, Goal (011.7, 004.7), Episode 00174, setp 072, Reward 10.4 , Reach Goal,
2025-04-07 18:27:48,603 - INFO - Env 08, Goal (002.2, 017.8), Episode 00174, setp 527, Reward 10.6 , Reach Goal,
2025-04-07 18:27:48,603 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00174, setp 259, Reward 8.9  , Reach Goal,
2025-04-07 18:27:48,603 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00174, setp 600, Reward -104.0, Crashed,
2025-04-07 18:27:52,879 - INFO - Env 12, Goal (006.7, 019.0), Episode 00174, setp 274, Reward 10.4 , Reach Goal,
2025-04-07 18:27:52,879 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00174, setp 495, Reward -110.8, Crashed,
2025-04-07 18:27:52,879 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00174, setp 175, Reward 10.0 , Reach Goal,
2025-04-07 18:27:52,879 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00174, setp 133, Reward 8.8  , Reach Goal,
2025-04-07 18:27:52,879 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00174, setp 568, Reward 9.8  , Reach Goal,
2025-04-07 18:28:13,880 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00256, setp 026, Reward 10.9 , Reach Goal,
2025-04-07 18:28:13,880 - INFO - Env 23, Goal (006.8, 024.1), Episode 00256, setp 366, Reward 8.3  , Reach Goal,
2025-04-07 18:28:13,880 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00256, setp 178, Reward 9.4  , Reach Goal,
2025-04-07 18:28:13,880 - INFO - Env 20, Goal (002.3, -05.6), Episode 00256, setp 419, Reward 8.6  , Reach Goal,
2025-04-07 18:28:13,880 - INFO - Env 21, Goal (031.9, -27.6), Episode 00256, setp 711, Reward 9.7  , Reach Goal,
2025-04-07 18:28:43,593 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00209, setp 695, Reward 8.3  , Reach Goal,
2025-04-07 18:28:43,593 - INFO - Env 01, Goal (023.2, 016.6), Episode 00209, setp 619, Reward 10.0 , Reach Goal,
2025-04-07 18:28:43,593 - INFO - Env 05, Goal (000.1, -21.5), Episode 00209, setp 476, Reward 9.3  , Reach Goal,
2025-04-07 18:28:43,593 - INFO - Env 03, Goal (009.4, -35.0), Episode 00209, setp 1025, Reward 9.9  , Reach Goal,
2025-04-07 18:28:43,593 - INFO - Env 02, Goal (019.3, 008.7), Episode 00209, setp 297, Reward 8.8  , Reach Goal,
2025-04-07 18:28:48,473 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00175, setp 514, Reward 8.7  , Reach Goal,
2025-04-07 18:28:48,473 - INFO - Env 12, Goal (006.7, 019.0), Episode 00175, setp 281, Reward 9.2  , Reach Goal,
2025-04-07 18:28:48,473 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00175, setp 152, Reward 9.6  , Reach Goal,
2025-04-07 18:28:48,473 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00175, setp 473, Reward -110.3, Crashed,
2025-04-07 18:28:48,473 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00175, setp 115, Reward 11.1 , Reach Goal,
2025-04-07 18:29:01,776 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00205, setp 136, Reward -69.8, Crashed,
2025-04-07 18:29:01,776 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00205, setp 589, Reward 10.1 , Reach Goal,
2025-04-07 18:29:01,776 - INFO - Env 16, Goal (030.2, 027.9), Episode 00205, setp 412, Reward 10.1 , Reach Goal,
2025-04-07 18:29:01,776 - INFO - Env 18, Goal (018.7, -33.9), Episode 00205, setp 849, Reward 10.8 , Reach Goal,
2025-04-07 18:29:30,072 - INFO - Env 20, Goal (002.3, -05.6), Episode 00257, setp 408, Reward 8.9  , Reach Goal,
2025-04-07 18:29:30,072 - INFO - Env 21, Goal (031.9, -27.6), Episode 00257, setp 722, Reward 10.1 , Reach Goal,
2025-04-07 18:29:30,072 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00257, setp 166, Reward 8.2  , Reach Goal,
2025-04-07 18:29:30,072 - INFO - Env 23, Goal (006.8, 024.1), Episode 00257, setp 351, Reward 9.7  , Reach Goal,
2025-04-07 18:29:30,072 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00257, setp 036, Reward 10.8 , Reach Goal,
2025-04-07 18:29:47,073 - INFO - Env 08, Goal (002.2, 017.8), Episode 00175, setp 475, Reward 8.5  , Reach Goal,
2025-04-07 18:29:47,073 - INFO - Env 06, Goal (011.7, 004.7), Episode 00175, setp 079, Reward 10.7 , Reach Goal,
2025-04-07 18:29:47,074 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00175, setp 1102, Reward 9.2  , Reach Goal,
2025-04-07 18:29:47,096 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00175, setp 268, Reward 8.3  , Reach Goal,
2025-04-07 18:29:55,874 - INFO - Env 03, Goal (009.4, -35.0), Episode 00210, setp 127, Reward -168.8, Crashed,
2025-04-07 18:29:55,874 - INFO - Env 05, Goal (000.1, -21.5), Episode 00210, setp 455, Reward 9.8  , Reach Goal,
2025-04-07 18:29:55,874 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00210, setp 643, Reward 10.2 , Reach Goal,
2025-04-07 18:29:55,874 - INFO - Env 02, Goal (019.3, 008.7), Episode 00210, setp 284, Reward 11.1 , Reach Goal,
2025-04-07 18:29:55,874 - INFO - Env 01, Goal (023.2, 016.6), Episode 00210, setp 677, Reward 10.9 , Reach Goal,
2025-04-07 18:30:00,872 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00206, setp 553, Reward 9.1  , Reach Goal,
2025-04-07 18:30:00,872 - INFO - Env 18, Goal (018.7, -33.9), Episode 00206, setp 309, Reward -114.6, Crashed,
2025-04-07 18:30:00,872 - INFO - Env 16, Goal (030.2, 027.9), Episode 00206, setp 449, Reward 9.2  , Reach Goal,
2025-04-07 18:30:00,872 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00206, setp 313, Reward -44.3, Crashed,
2025-04-07 18:30:39,186 - INFO - Env 12, Goal (006.7, 019.0), Episode 00176, setp 278, Reward 8.5  , Reach Goal,
2025-04-07 18:30:39,186 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00176, setp 545, Reward 8.2  , Reach Goal,
2025-04-07 18:30:39,186 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00176, setp 167, Reward 9.7  , Reach Goal,
2025-04-07 18:30:39,187 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00176, setp 173, Reward 9.2  , Reach Goal,
2025-04-07 18:30:39,187 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00176, setp 1035, Reward 8.1  , Reach Goal,
2025-04-07 18:30:50,771 - INFO - Env 21, Goal (031.9, -27.6), Episode 00258, setp 751, Reward 10.3 , Reach Goal,
2025-04-07 18:30:50,771 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00258, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 18:30:50,771 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00258, setp 030, Reward 9.1  , Reach Goal,
2025-04-07 18:30:50,771 - INFO - Env 23, Goal (006.8, 024.1), Episode 00258, setp 364, Reward 8.8  , Reach Goal,
2025-04-07 18:30:50,771 - INFO - Env 20, Goal (002.3, -05.6), Episode 00258, setp 429, Reward 9.4  , Reach Goal,
2025-04-07 18:30:52,474 - INFO - Env 08, Goal (002.2, 017.8), Episode 00176, setp 521, Reward 10.8 , Reach Goal,
2025-04-07 18:30:52,474 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00176, setp 292, Reward 10.0 , Reach Goal,
2025-04-07 18:30:52,474 - INFO - Env 06, Goal (011.7, 004.7), Episode 00176, setp 076, Reward 8.6  , Reach Goal,
2025-04-07 18:30:52,474 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00176, setp 615, Reward -98.2, Crashed,
2025-04-07 18:31:35,785 - INFO - Env 18, Goal (018.7, -33.9), Episode 00207, setp 880, Reward 11.0 , Reach Goal,
2025-04-07 18:31:35,785 - INFO - Env 16, Goal (030.2, 027.9), Episode 00207, setp 469, Reward 9.2  , Reach Goal,
2025-04-07 18:31:35,785 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00207, setp 418, Reward 9.7  , Reach Goal,
2025-04-07 18:31:35,785 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00207, setp 579, Reward 8.8  , Reach Goal,
2025-04-07 18:31:44,476 - INFO - Env 01, Goal (023.2, 016.6), Episode 00211, setp 640, Reward 10.7 , Reach Goal,
2025-04-07 18:31:44,476 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00211, setp 531, Reward -37.3, Crashed,
2025-04-07 18:31:44,476 - INFO - Env 02, Goal (019.3, 008.7), Episode 00211, setp 296, Reward 9.0  , Reach Goal,
2025-04-07 18:31:44,476 - INFO - Env 05, Goal (000.1, -21.5), Episode 00211, setp 452, Reward 8.7  , Reach Goal,
2025-04-07 18:31:44,476 - INFO - Env 03, Goal (009.4, -35.0), Episode 00211, setp 1011, Reward 8.7  , Reach Goal,
2025-04-07 18:32:11,373 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00259, setp 172, Reward 9.0  , Reach Goal,
2025-04-07 18:32:11,373 - INFO - Env 20, Goal (002.3, -05.6), Episode 00259, setp 408, Reward 9.9  , Reach Goal,
2025-04-07 18:32:11,373 - INFO - Env 23, Goal (006.8, 024.1), Episode 00259, setp 369, Reward 9.9  , Reach Goal,
2025-04-07 18:32:11,373 - INFO - Env 21, Goal (031.9, -27.6), Episode 00259, setp 745, Reward 10.3 , Reach Goal,
2025-04-07 18:32:11,380 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00259, setp 033, Reward 8.2  , Reach Goal,
2025-04-07 18:32:28,180 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00177, setp 1013, Reward 10.0 , Reach Goal,
2025-04-07 18:32:28,180 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00177, setp 610, Reward 9.7  , Reach Goal,
2025-04-07 18:32:28,180 - INFO - Env 12, Goal (006.7, 019.0), Episode 00177, setp 296, Reward 8.7  , Reach Goal,
2025-04-07 18:32:28,180 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00177, setp 178, Reward 9.3  , Reach Goal,
2025-04-07 18:32:28,180 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00177, setp 140, Reward 8.9  , Reach Goal,
2025-04-07 18:32:36,870 - INFO - Env 18, Goal (018.7, -33.9), Episode 00208, setp 569, Reward -77.8, Crashed,
2025-04-07 18:32:36,870 - INFO - Env 16, Goal (030.2, 027.9), Episode 00208, setp 454, Reward 9.5  , Reach Goal,
2025-04-07 18:32:36,870 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00208, setp 460, Reward 9.5  , Reach Goal,
2025-04-07 18:32:36,870 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00208, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 18:32:51,175 - INFO - Env 08, Goal (002.2, 017.8), Episode 00177, setp 501, Reward 10.0 , Reach Goal,
2025-04-07 18:32:51,175 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00177, setp 1102, Reward 9.5  , Reach Goal,
2025-04-07 18:32:51,175 - INFO - Env 06, Goal (011.7, 004.7), Episode 00177, setp 087, Reward 8.7  , Reach Goal,
2025-04-07 18:32:51,175 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00177, setp 283, Reward 9.9  , Reach Goal,
2025-04-07 18:33:32,484 - INFO - Env 03, Goal (009.4, -35.0), Episode 00212, setp 1010, Reward 10.8 , Reach Goal,
2025-04-07 18:33:32,484 - INFO - Env 02, Goal (019.3, 008.7), Episode 00212, setp 296, Reward 9.0  , Reach Goal,
2025-04-07 18:33:32,484 - INFO - Env 01, Goal (023.2, 016.6), Episode 00212, setp 720, Reward 9.3  , Reach Goal,
2025-04-07 18:33:32,484 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00212, setp 381, Reward -55.9, Crashed,
2025-04-07 18:33:32,484 - INFO - Env 05, Goal (000.1, -21.5), Episode 00212, setp 473, Reward 10.4 , Reach Goal,
2025-04-07 18:33:32,604 - INFO - Env 20, Goal (002.3, -05.6), Episode 00260, setp 405, Reward 9.7  , Reach Goal,
2025-04-07 18:33:32,604 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00260, setp 191, Reward 10.6 , Reach Goal,
2025-04-07 18:33:32,604 - INFO - Env 21, Goal (031.9, -27.6), Episode 00260, setp 762, Reward 10.1 , Reach Goal,
2025-04-07 18:33:32,604 - INFO - Env 23, Goal (006.8, 024.1), Episode 00260, setp 403, Reward 11.2 , Reach Goal,
2025-04-07 18:33:32,606 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00260, setp 029, Reward 8.4  , Reach Goal,
2025-04-07 18:34:13,383 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00209, setp 593, Reward 8.3  , Reach Goal,
2025-04-07 18:34:13,383 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00209, setp 476, Reward 8.6  , Reach Goal,
2025-04-07 18:34:13,383 - INFO - Env 16, Goal (030.2, 027.9), Episode 00209, setp 464, Reward 9.1  , Reach Goal,
2025-04-07 18:34:13,383 - INFO - Env 18, Goal (018.7, -33.9), Episode 00209, setp 911, Reward 10.9 , Reach Goal,
2025-04-07 18:34:17,071 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00178, setp 159, Reward 10.8 , Reach Goal,
2025-04-07 18:34:17,071 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00178, setp 507, Reward 9.0  , Reach Goal,
2025-04-07 18:34:17,071 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00178, setp 127, Reward 9.5  , Reach Goal,
2025-04-07 18:34:17,071 - INFO - Env 12, Goal (006.7, 019.0), Episode 00178, setp 331, Reward 9.1  , Reach Goal,
2025-04-07 18:34:17,071 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00178, setp 1027, Reward 9.6  , Reach Goal,
2025-04-07 18:34:46,182 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00178, setp 1081, Reward 8.4  , Reach Goal,
2025-04-07 18:34:46,182 - INFO - Env 06, Goal (011.7, 004.7), Episode 00178, setp 068, Reward 8.5  , Reach Goal,
2025-04-07 18:34:46,182 - INFO - Env 08, Goal (002.2, 017.8), Episode 00178, setp 478, Reward 9.0  , Reach Goal,
2025-04-07 18:34:46,182 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00178, setp 263, Reward 9.6  , Reach Goal,
2025-04-07 18:34:46,282 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00213, setp 626, Reward 8.9  , Reach Goal,
2025-04-07 18:34:46,282 - INFO - Env 02, Goal (019.3, 008.7), Episode 00213, setp 295, Reward 9.8  , Reach Goal,
2025-04-07 18:34:46,282 - INFO - Env 01, Goal (023.2, 016.6), Episode 00213, setp 695, Reward 9.0  , Reach Goal,
2025-04-07 18:34:46,282 - INFO - Env 03, Goal (009.4, -35.0), Episode 00213, setp 548, Reward -100.7, Crashed,
2025-04-07 18:34:46,283 - INFO - Env 05, Goal (000.1, -21.5), Episode 00213, setp 481, Reward 9.9  , Reach Goal,
2025-04-07 18:34:49,471 - INFO - Env 20, Goal (002.3, -05.6), Episode 00261, setp 425, Reward 9.4  , Reach Goal,
2025-04-07 18:34:49,471 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00261, setp 047, Reward 8.5  , Reach Goal,
2025-04-07 18:34:49,471 - INFO - Env 23, Goal (006.8, 024.1), Episode 00261, setp 355, Reward 8.7  , Reach Goal,
2025-04-07 18:34:49,471 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00261, setp 180, Reward 9.7  , Reach Goal,
2025-04-07 18:34:49,471 - INFO - Env 21, Goal (031.9, -27.6), Episode 00261, setp 726, Reward 10.0 , Reach Goal,
2025-04-07 18:35:34,579 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00262, setp 030, Reward 11.1 , Reach Goal,
2025-04-07 18:35:34,579 - INFO - Env 21, Goal (031.9, -27.6), Episode 00262, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 18:35:34,579 - INFO - Env 23, Goal (006.8, 024.1), Episode 00262, setp 359, Reward 11.2 , Reach Goal,
2025-04-07 18:35:34,579 - INFO - Env 20, Goal (002.3, -05.6), Episode 00262, setp 415, Reward 8.3  , Reach Goal,
2025-04-07 18:35:34,579 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00262, setp 174, Reward 8.5  , Reach Goal,
2025-04-07 18:35:48,381 - INFO - Env 16, Goal (030.2, 027.9), Episode 00210, setp 431, Reward 9.5  , Reach Goal,
2025-04-07 18:35:48,381 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00210, setp 158, Reward -68.4, Crashed,
2025-04-07 18:35:48,381 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00210, setp 600, Reward 9.4  , Reach Goal,
2025-04-07 18:35:48,381 - INFO - Env 18, Goal (018.7, -33.9), Episode 00210, setp 885, Reward 10.4 , Reach Goal,
2025-04-07 18:36:06,973 - INFO - Env 12, Goal (006.7, 019.0), Episode 00179, setp 234, Reward 8.8  , Reach Goal,
2025-04-07 18:36:06,973 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00179, setp 599, Reward 8.5  , Reach Goal,
2025-04-07 18:36:06,973 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00179, setp 140, Reward 9.3  , Reach Goal,
2025-04-07 18:36:06,973 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00179, setp 160, Reward 9.1  , Reach Goal,
2025-04-07 18:36:06,973 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00179, setp 1029, Reward 9.4  , Reach Goal,
2025-04-07 18:36:34,073 - INFO - Env 03, Goal (009.4, -35.0), Episode 00214, setp 1005, Reward 10.7 , Reach Goal,
2025-04-07 18:36:34,073 - INFO - Env 05, Goal (000.1, -21.5), Episode 00214, setp 472, Reward 9.5  , Reach Goal,
2025-04-07 18:36:34,073 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00214, setp 712, Reward 8.6  , Reach Goal,
2025-04-07 18:36:34,073 - INFO - Env 02, Goal (019.3, 008.7), Episode 00214, setp 319, Reward 9.8  , Reach Goal,
2025-04-07 18:36:34,073 - INFO - Env 01, Goal (023.2, 016.6), Episode 00214, setp 687, Reward 10.1 , Reach Goal,
2025-04-07 18:36:44,773 - INFO - Env 06, Goal (011.7, 004.7), Episode 00179, setp 071, Reward 8.6  , Reach Goal,
2025-04-07 18:36:44,773 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00179, setp 1106, Reward 8.9  , Reach Goal,
2025-04-07 18:36:44,773 - INFO - Env 08, Goal (002.2, 017.8), Episode 00179, setp 058, Reward -91.1, Crashed,
2025-04-07 18:36:44,773 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00179, setp 288, Reward 8.4  , Reach Goal,
2025-04-07 18:36:49,390 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00211, setp 446, Reward 9.6  , Reach Goal,
2025-04-07 18:36:49,390 - INFO - Env 16, Goal (030.2, 027.9), Episode 00211, setp 443, Reward 8.0  , Reach Goal,
2025-04-07 18:36:49,390 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00211, setp 572, Reward 8.5  , Reach Goal,
2025-04-07 18:36:49,390 - INFO - Env 18, Goal (018.7, -33.9), Episode 00211, setp 310, Reward -116.4, Crashed,
2025-04-07 18:36:52,478 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00263, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 18:36:52,478 - INFO - Env 20, Goal (002.3, -05.6), Episode 00263, setp 434, Reward 10.3 , Reach Goal,
2025-04-07 18:36:52,478 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00263, setp 175, Reward 11.0 , Reach Goal,
2025-04-07 18:36:52,478 - INFO - Env 23, Goal (006.8, 024.1), Episode 00263, setp 392, Reward 8.1  , Reach Goal,
2025-04-07 18:36:52,478 - INFO - Env 21, Goal (031.9, -27.6), Episode 00263, setp 735, Reward 11.2 , Reach Goal,
2025-04-07 18:37:40,486 - INFO - Env 08, Goal (002.2, 017.8), Episode 00180, setp 524, Reward 8.5  , Reach Goal,
2025-04-07 18:37:40,486 - INFO - Env 06, Goal (011.7, 004.7), Episode 00180, setp 071, Reward 9.6  , Reach Goal,
2025-04-07 18:37:40,486 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00180, setp 272, Reward 8.5  , Reach Goal,
2025-04-07 18:37:40,486 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00180, setp 258, Reward -156.4, Crashed,
2025-04-07 18:37:59,785 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00180, setp 130, Reward 9.1  , Reach Goal,
2025-04-07 18:37:59,785 - INFO - Env 12, Goal (006.7, 019.0), Episode 00180, setp 252, Reward 9.8  , Reach Goal,
2025-04-07 18:37:59,785 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00180, setp 328, Reward -48.2, Crashed,
2025-04-07 18:37:59,785 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00180, setp 006, Reward -47.5, Crashed,
2025-04-07 18:37:59,785 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00180, setp 1056, Reward 9.5  , Reach Goal,
2025-04-07 18:38:12,795 - INFO - Env 21, Goal (031.9, -27.6), Episode 00264, setp 750, Reward 9.5  , Reach Goal,
2025-04-07 18:38:12,795 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00264, setp 182, Reward 10.4 , Reach Goal,
2025-04-07 18:38:12,795 - INFO - Env 20, Goal (002.3, -05.6), Episode 00264, setp 414, Reward 8.7  , Reach Goal,
2025-04-07 18:38:12,795 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00264, setp 032, Reward 8.4  , Reach Goal,
2025-04-07 18:38:12,795 - INFO - Env 23, Goal (006.8, 024.1), Episode 00264, setp 381, Reward 9.9  , Reach Goal,
2025-04-07 18:38:23,675 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00212, setp 557, Reward 8.7  , Reach Goal,
2025-04-07 18:38:23,675 - INFO - Env 18, Goal (018.7, -33.9), Episode 00212, setp 883, Reward 8.3  , Reach Goal,
2025-04-07 18:38:23,675 - INFO - Env 16, Goal (030.2, 027.9), Episode 00212, setp 467, Reward 8.9  , Reach Goal,
2025-04-07 18:38:23,675 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00212, setp 423, Reward 10.7 , Reach Goal,
2025-04-07 18:38:27,471 - INFO - Env 02, Goal (019.3, 008.7), Episode 00215, setp 340, Reward 8.0  , Reach Goal,
2025-04-07 18:38:27,471 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00215, setp 617, Reward 8.4  , Reach Goal,
2025-04-07 18:38:27,471 - INFO - Env 05, Goal (000.1, -21.5), Episode 00215, setp 074, Reward -85.2, Crashed,
2025-04-07 18:38:27,471 - INFO - Env 01, Goal (023.2, 016.6), Episode 00215, setp 685, Reward 9.3  , Reach Goal,
2025-04-07 18:38:27,471 - INFO - Env 03, Goal (009.4, -35.0), Episode 00215, setp 1067, Reward 10.7 , Reach Goal,
2025-04-07 18:39:27,880 - INFO - Env 20, Goal (002.3, -05.6), Episode 00265, setp 423, Reward 11.2 , Reach Goal,
2025-04-07 18:39:27,880 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00265, setp 037, Reward 6.5  , Reach Goal,
2025-04-07 18:39:27,880 - INFO - Env 21, Goal (031.9, -27.6), Episode 00265, setp 709, Reward 9.6  , Reach Goal,
2025-04-07 18:39:27,880 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00265, setp 171, Reward 8.1  , Reach Goal,
2025-04-07 18:39:27,886 - INFO - Env 23, Goal (006.8, 024.1), Episode 00265, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 18:39:35,083 - INFO - Env 06, Goal (011.7, 004.7), Episode 00181, setp 067, Reward 8.2  , Reach Goal,
2025-04-07 18:39:35,083 - INFO - Env 08, Goal (002.2, 017.8), Episode 00181, setp 519, Reward 10.8 , Reach Goal,
2025-04-07 18:39:35,083 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00181, setp 271, Reward 10.4 , Reach Goal,
2025-04-07 18:39:35,083 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00181, setp 1084, Reward 9.2  , Reach Goal,
2025-04-07 18:39:48,476 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00181, setp 1019, Reward 9.6  , Reach Goal,
2025-04-07 18:39:48,476 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00181, setp 619, Reward 8.2  , Reach Goal,
2025-04-07 18:39:48,476 - INFO - Env 12, Goal (006.7, 019.0), Episode 00181, setp 230, Reward 10.1 , Reach Goal,
2025-04-07 18:39:48,476 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00181, setp 125, Reward 8.2  , Reach Goal,
2025-04-07 18:39:48,476 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00181, setp 164, Reward 8.1  , Reach Goal,
2025-04-07 18:39:57,877 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00213, setp 435, Reward 8.9  , Reach Goal,
2025-04-07 18:39:57,877 - INFO - Env 16, Goal (030.2, 027.9), Episode 00213, setp 432, Reward 8.8  , Reach Goal,
2025-04-07 18:39:57,877 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00213, setp 594, Reward 8.3  , Reach Goal,
2025-04-07 18:39:57,877 - INFO - Env 18, Goal (018.7, -33.9), Episode 00213, setp 890, Reward 10.5 , Reach Goal,
2025-04-07 18:40:12,073 - INFO - Env 20, Goal (002.3, -05.6), Episode 00266, setp 418, Reward 10.8 , Reach Goal,
2025-04-07 18:40:12,073 - INFO - Env 23, Goal (006.8, 024.1), Episode 00266, setp 392, Reward 8.8  , Reach Goal,
2025-04-07 18:40:12,073 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00266, setp 157, Reward 10.1 , Reach Goal,
2025-04-07 18:40:12,073 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00266, setp 046, Reward 10.3 , Reach Goal,
2025-04-07 18:40:12,079 - INFO - Env 21, Goal (031.9, -27.6), Episode 00266, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 18:40:17,771 - INFO - Env 03, Goal (009.4, -35.0), Episode 00216, setp 1036, Reward 11.0 , Reach Goal,
2025-04-07 18:40:17,771 - INFO - Env 05, Goal (000.1, -21.5), Episode 00216, setp 477, Reward 10.3 , Reach Goal,
2025-04-07 18:40:17,771 - INFO - Env 01, Goal (023.2, 016.6), Episode 00216, setp 001, Reward -122.2, Crashed,
2025-04-07 18:40:17,771 - INFO - Env 02, Goal (019.3, 008.7), Episode 00216, setp 301, Reward 9.2  , Reach Goal,
2025-04-07 18:40:17,771 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00216, setp 639, Reward 10.8 , Reach Goal,
2025-04-07 18:40:22,694 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00182, setp 259, Reward 8.9  , Reach Goal,
2025-04-07 18:40:22,694 - INFO - Env 08, Goal (002.2, 017.8), Episode 00182, setp 444, Reward 9.4  , Reach Goal,
2025-04-07 18:40:22,694 - INFO - Env 06, Goal (011.7, 004.7), Episode 00182, setp 063, Reward 9.1  , Reach Goal,
2025-04-07 18:40:22,694 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00182, setp 123, Reward -178.2, Crashed,
2025-04-07 18:41:29,584 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00217, setp 673, Reward 9.0  , Reach Goal,
