2025-04-07 14:21:41,477 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00030, setp 517, Reward -114.8, Crashed,
2025-04-07 14:22:12,580 - INFO - Env 16, Goal (030.2, 027.9), Episode 00041, setp 476, Reward 10.4 , Reach Goal,
2025-04-07 14:22:12,580 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00041, setp 642, Reward 9.0  , Reach Goal,
2025-04-07 14:22:12,580 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00041, setp 492, Reward 9.3  , Reach Goal,
2025-04-07 14:22:12,583 - INFO - Env 18, Goal (018.7, -33.9), Episode 00041, setp 937, Reward 10.8 , Reach Goal,
2025-04-07 14:22:23,784 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00051, setp 047, Reward 11.0 , Reach Goal,
2025-04-07 14:22:23,784 - INFO - Env 20, Goal (002.3, -05.6), Episode 00051, setp 452, Reward 10.0 , Reach Goal,
2025-04-07 14:22:23,784 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00051, setp 001, Reward -48.4, Crashed,
2025-04-07 14:22:23,784 - INFO - Env 21, Goal (031.9, -27.6), Episode 00051, setp 090, Reward -126.6, Crashed,
2025-04-07 14:22:23,784 - INFO - Env 23, Goal (006.8, 024.1), Episode 00051, setp 412, Reward 9.9  , Reach Goal,
2025-04-07 14:22:56,898 - INFO - Env 01, Goal (023.2, 016.6), Episode 00039, setp 673, Reward 10.5 , Reach Goal,
2025-04-07 14:22:56,898 - INFO - Env 03, Goal (009.4, -35.0), Episode 00039, setp 1112, Reward 11.1 , Reach Goal,
2025-04-07 14:22:56,898 - INFO - Env 02, Goal (019.3, 008.7), Episode 00039, setp 305, Reward 9.7  , Reach Goal,
2025-04-07 14:22:56,898 - INFO - Env 05, Goal (000.1, -21.5), Episode 00039, setp 488, Reward 8.7  , Reach Goal,
2025-04-07 14:22:56,898 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00039, setp 669, Reward 8.5  , Reach Goal,
2025-04-07 14:23:35,678 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00035, setp 558, Reward 8.5  , Reach Goal,
2025-04-07 14:23:35,678 - INFO - Env 12, Goal (006.7, 019.0), Episode 00035, setp 255, Reward 11.0 , Reach Goal,
2025-04-07 14:23:35,678 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00035, setp 1131, Reward 9.2  , Reach Goal,
2025-04-07 14:23:35,678 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00035, setp 142, Reward 10.7 , Reach Goal,
2025-04-07 14:23:35,678 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00035, setp 160, Reward 8.5  , Reach Goal,
2025-04-07 14:23:45,874 - INFO - Env 08, Goal (002.2, 017.8), Episode 00031, setp 556, Reward 11.2 , Reach Goal,
2025-04-07 14:23:45,874 - INFO - Env 06, Goal (011.7, 004.7), Episode 00031, setp 096, Reward 10.2 , Reach Goal,
2025-04-07 14:23:45,874 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00031, setp 297, Reward 9.7  , Reach Goal,
2025-04-07 14:23:45,874 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00031, setp 1175, Reward 9.1  , Reach Goal,
2025-04-07 14:23:51,881 - INFO - Env 18, Goal (018.7, -33.9), Episode 00042, setp 935, Reward 10.5 , Reach Goal,
2025-04-07 14:23:51,881 - INFO - Env 16, Goal (030.2, 027.9), Episode 00042, setp 499, Reward 10.4 , Reach Goal,
2025-04-07 14:23:51,881 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00042, setp 634, Reward 9.2  , Reach Goal,
2025-04-07 14:23:51,881 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00042, setp 473, Reward 10.7 , Reach Goal,
2025-04-07 14:23:52,078 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00052, setp 046, Reward 10.4 , Reach Goal,
2025-04-07 14:23:52,078 - INFO - Env 23, Goal (006.8, 024.1), Episode 00052, setp 415, Reward 9.6  , Reach Goal,
2025-04-07 14:23:52,078 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00052, setp 198, Reward 10.5 , Reach Goal,
2025-04-07 14:23:52,078 - INFO - Env 20, Goal (002.3, -05.6), Episode 00052, setp 469, Reward 10.2 , Reach Goal,
2025-04-07 14:23:52,078 - INFO - Env 21, Goal (031.9, -27.6), Episode 00052, setp 831, Reward 9.4  , Reach Goal,
2025-04-07 14:24:43,278 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00053, setp 039, Reward 9.7  , Reach Goal,
2025-04-07 14:24:43,278 - INFO - Env 20, Goal (002.3, -05.6), Episode 00053, setp 491, Reward 9.8  , Reach Goal,
2025-04-07 14:24:43,278 - INFO - Env 21, Goal (031.9, -27.6), Episode 00053, setp 001, Reward -139.7, Crashed,
2025-04-07 14:24:43,278 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00053, setp 211, Reward 9.8  , Reach Goal,
2025-04-07 14:24:43,278 - INFO - Env 23, Goal (006.8, 024.1), Episode 00053, setp 399, Reward 8.2  , Reach Goal,
2025-04-07 14:24:53,773 - INFO - Env 02, Goal (019.3, 008.7), Episode 00040, setp 317, Reward 8.1  , Reach Goal,
2025-04-07 14:24:53,773 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00040, setp 633, Reward 10.9 , Reach Goal,
2025-04-07 14:24:53,773 - INFO - Env 05, Goal (000.1, -21.5), Episode 00040, setp 186, Reward -66.3, Crashed,
2025-04-07 14:24:53,773 - INFO - Env 01, Goal (023.2, 016.6), Episode 00040, setp 719, Reward 9.3  , Reach Goal,
2025-04-07 14:24:53,773 - INFO - Env 03, Goal (009.4, -35.0), Episode 00040, setp 1114, Reward 10.7 , Reach Goal,
2025-04-07 14:25:31,284 - INFO - Env 12, Goal (006.7, 019.0), Episode 00036, setp 266, Reward 10.4 , Reach Goal,
2025-04-07 14:25:31,284 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00036, setp 192, Reward 10.7 , Reach Goal,
2025-04-07 14:25:31,284 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00036, setp 1093, Reward 9.3  , Reach Goal,
2025-04-07 14:25:31,284 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00036, setp 152, Reward -77.2, Crashed,
2025-04-07 14:25:31,284 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00036, setp 123, Reward 8.6  , Reach Goal,
2025-04-07 14:25:31,579 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00054, setp 203, Reward 9.4  , Reach Goal,
2025-04-07 14:25:31,579 - INFO - Env 21, Goal (031.9, -27.6), Episode 00054, setp 001, Reward -138.6, Crashed,
2025-04-07 14:25:31,579 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00054, setp 053, Reward 8.5  , Reach Goal,
2025-04-07 14:25:31,579 - INFO - Env 20, Goal (002.3, -05.6), Episode 00054, setp 454, Reward 10.1 , Reach Goal,
2025-04-07 14:25:31,579 - INFO - Env 23, Goal (006.8, 024.1), Episode 00054, setp 403, Reward 8.9  , Reach Goal,
2025-04-07 14:25:32,172 - INFO - Env 18, Goal (018.7, -33.9), Episode 00043, setp 953, Reward 10.9 , Reach Goal,
2025-04-07 14:25:32,172 - INFO - Env 16, Goal (030.2, 027.9), Episode 00043, setp 521, Reward 8.7  , Reach Goal,
2025-04-07 14:25:32,172 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00043, setp 477, Reward 10.2 , Reach Goal,
2025-04-07 14:25:32,172 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00043, setp 647, Reward 8.6  , Reach Goal,
2025-04-07 14:25:45,273 - INFO - Env 08, Goal (002.2, 017.8), Episode 00032, setp 523, Reward 8.3  , Reach Goal,
2025-04-07 14:25:45,273 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00032, setp 299, Reward 8.6  , Reach Goal,
2025-04-07 14:25:45,273 - INFO - Env 06, Goal (011.7, 004.7), Episode 00032, setp 074, Reward 8.3  , Reach Goal,
2025-04-07 14:25:45,274 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00032, setp 1132, Reward 8.6  , Reach Goal,
2025-04-07 14:25:57,271 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00041, setp 597, Reward 8.7  , Reach Goal,
2025-04-07 14:25:57,271 - INFO - Env 01, Goal (023.2, 016.6), Episode 00041, setp 093, Reward -106.8, Crashed,
2025-04-07 14:25:57,271 - INFO - Env 02, Goal (019.3, 008.7), Episode 00041, setp 317, Reward 9.0  , Reach Goal,
2025-04-07 14:25:57,271 - INFO - Env 03, Goal (009.4, -35.0), Episode 00041, setp 094, Reward -173.7, Crashed,
2025-04-07 14:25:57,271 - INFO - Env 05, Goal (000.1, -21.5), Episode 00041, setp 465, Reward 10.3 , Reach Goal,
2025-04-07 14:26:29,081 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00037, setp 169, Reward 6.7  , Reach Goal,
2025-04-07 14:26:29,081 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00037, setp 134, Reward 9.5  , Reach Goal,
2025-04-07 14:26:29,081 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00037, setp 001, Reward -96.1, Crashed,
2025-04-07 14:26:29,081 - INFO - Env 12, Goal (006.7, 019.0), Episode 00037, setp 261, Reward 10.5 , Reach Goal,
2025-04-07 14:26:29,081 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00037, setp 544, Reward -105.5, Crashed,
2025-04-07 14:26:40,886 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00033, setp 446, Reward -131.5, Crashed,
2025-04-07 14:26:40,886 - INFO - Env 06, Goal (011.7, 004.7), Episode 00033, setp 079, Reward 8.8  , Reach Goal,
2025-04-07 14:26:40,886 - INFO - Env 08, Goal (002.2, 017.8), Episode 00033, setp 523, Reward 10.1 , Reach Goal,
2025-04-07 14:26:40,886 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00033, setp 298, Reward 8.5  , Reach Goal,
2025-04-07 14:26:56,482 - INFO - Env 23, Goal (006.8, 024.1), Episode 00055, setp 434, Reward 8.9  , Reach Goal,
2025-04-07 14:26:56,482 - INFO - Env 20, Goal (002.3, -05.6), Episode 00055, setp 429, Reward 9.8  , Reach Goal,
2025-04-07 14:26:56,482 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00055, setp 181, Reward 8.9  , Reach Goal,
2025-04-07 14:26:56,482 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00055, setp 052, Reward 9.3  , Reach Goal,
2025-04-07 14:26:56,482 - INFO - Env 21, Goal (031.9, -27.6), Episode 00055, setp 803, Reward 11.2 , Reach Goal,
2025-04-07 14:27:06,703 - INFO - Env 03, Goal (009.4, -35.0), Episode 00042, setp 001, Reward -189.1, Crashed,
2025-04-07 14:27:06,703 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00042, setp 114, Reward -98.0, Crashed,
2025-04-07 14:27:06,703 - INFO - Env 01, Goal (023.2, 016.6), Episode 00042, setp 655, Reward 10.5 , Reach Goal,
2025-04-07 14:27:06,703 - INFO - Env 05, Goal (000.1, -21.5), Episode 00042, setp 483, Reward 11.1 , Reach Goal,
2025-04-07 14:27:06,703 - INFO - Env 02, Goal (019.3, 008.7), Episode 00042, setp 294, Reward 10.0 , Reach Goal,
2025-04-07 14:27:14,271 - INFO - Env 16, Goal (030.2, 027.9), Episode 00044, setp 496, Reward 10.7 , Reach Goal,
2025-04-07 14:27:14,271 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00044, setp 530, Reward -32.7, Crashed,
2025-04-07 14:27:14,271 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00044, setp 481, Reward 8.4  , Reach Goal,
2025-04-07 14:27:14,271 - INFO - Env 18, Goal (018.7, -33.9), Episode 00044, setp 962, Reward 10.3 , Reach Goal,
2025-04-07 14:28:24,387 - INFO - Env 23, Goal (006.8, 024.1), Episode 00056, setp 380, Reward 10.3 , Reach Goal,
2025-04-07 14:28:24,387 - INFO - Env 21, Goal (031.9, -27.6), Episode 00056, setp 808, Reward 9.8  , Reach Goal,
2025-04-07 14:28:24,387 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00056, setp 032, Reward 10.3 , Reach Goal,
2025-04-07 14:28:24,387 - INFO - Env 20, Goal (002.3, -05.6), Episode 00056, setp 443, Reward 10.5 , Reach Goal,
2025-04-07 14:28:24,388 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00056, setp 198, Reward 8.9  , Reach Goal,
2025-04-07 14:28:27,281 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00038, setp 122, Reward 8.3  , Reach Goal,
2025-04-07 14:28:27,281 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00038, setp 1098, Reward 10.9 , Reach Goal,
2025-04-07 14:28:27,281 - INFO - Env 12, Goal (006.7, 019.0), Episode 00038, setp 254, Reward 10.6 , Reach Goal,
2025-04-07 14:28:27,281 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00038, setp 542, Reward 10.8 , Reach Goal,
2025-04-07 14:28:27,281 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00038, setp 193, Reward 11.2 , Reach Goal,
2025-04-07 14:28:45,741 - INFO - Env 08, Goal (002.2, 017.8), Episode 00034, setp 547, Reward 10.9 , Reach Goal,
2025-04-07 14:28:45,741 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00034, setp 1149, Reward 9.2  , Reach Goal,
2025-04-07 14:28:45,741 - INFO - Env 06, Goal (011.7, 004.7), Episode 00034, setp 094, Reward 11.0 , Reach Goal,
2025-04-07 14:28:45,741 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00034, setp 292, Reward 10.8 , Reach Goal,
2025-04-07 14:28:54,187 - INFO - Env 16, Goal (030.2, 027.9), Episode 00045, setp 502, Reward 9.7  , Reach Goal,
2025-04-07 14:28:54,187 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00045, setp 477, Reward 11.1 , Reach Goal,
2025-04-07 14:28:54,187 - INFO - Env 18, Goal (018.7, -33.9), Episode 00045, setp 910, Reward 10.7 , Reach Goal,
2025-04-07 14:28:54,577 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00045, setp 611, Reward 9.6  , Reach Goal,
2025-04-07 14:29:05,081 - INFO - Env 02, Goal (019.3, 008.7), Episode 00043, setp 322, Reward 9.9  , Reach Goal,
2025-04-07 14:29:05,081 - INFO - Env 03, Goal (009.4, -35.0), Episode 00043, setp 1073, Reward 11.2 , Reach Goal,
2025-04-07 14:29:05,081 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00043, setp 622, Reward 10.3 , Reach Goal,
2025-04-07 14:29:05,081 - INFO - Env 05, Goal (000.1, -21.5), Episode 00043, setp 498, Reward 8.6  , Reach Goal,
2025-04-07 14:29:05,081 - INFO - Env 01, Goal (023.2, 016.6), Episode 00043, setp 445, Reward -55.8, Crashed,
2025-04-07 14:29:49,381 - INFO - Env 21, Goal (031.9, -27.6), Episode 00057, setp 763, Reward 11.2 , Reach Goal,
2025-04-07 14:29:49,381 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00057, setp 040, Reward 11.2 , Reach Goal,
2025-04-07 14:29:49,381 - INFO - Env 20, Goal (002.3, -05.6), Episode 00057, setp 435, Reward 11.1 , Reach Goal,
2025-04-07 14:29:49,381 - INFO - Env 23, Goal (006.8, 024.1), Episode 00057, setp 376, Reward 11.2 , Reach Goal,
2025-04-07 14:29:49,381 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00057, setp 203, Reward 11.2 , Reach Goal,
2025-04-07 14:30:00,284 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00046, setp 483, Reward 11.2 , Reach Goal,
2025-04-07 14:30:00,284 - INFO - Env 18, Goal (018.7, -33.9), Episode 00046, setp 075, Reward -154.7, Crashed,
2025-04-07 14:30:00,284 - INFO - Env 16, Goal (030.2, 027.9), Episode 00046, setp 481, Reward 11.1 , Reach Goal,
2025-04-07 14:30:00,284 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00046, setp 603, Reward 10.9 , Reach Goal,
2025-04-07 14:30:29,779 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00039, setp 1118, Reward 9.5  , Reach Goal,
2025-04-07 14:30:29,779 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00039, setp 129, Reward 8.5  , Reach Goal,
2025-04-07 14:30:29,779 - INFO - Env 12, Goal (006.7, 019.0), Episode 00039, setp 252, Reward 11.2 , Reach Goal,
2025-04-07 14:30:29,779 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00039, setp 168, Reward 10.3 , Reach Goal,
2025-04-07 14:30:29,779 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00039, setp 593, Reward 8.8  , Reach Goal,
2025-04-07 14:30:47,471 - INFO - Env 08, Goal (002.2, 017.8), Episode 00035, setp 514, Reward 10.1 , Reach Goal,
2025-04-07 14:30:47,471 - INFO - Env 06, Goal (011.7, 004.7), Episode 00035, setp 076, Reward 8.4  , Reach Goal,
2025-04-07 14:30:47,471 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00035, setp 371, Reward 9.8  , Reach Goal,
2025-04-07 14:30:47,471 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00035, setp 1122, Reward 9.0  , Reach Goal,
2025-04-07 14:31:02,573 - INFO - Env 03, Goal (009.4, -35.0), Episode 00044, setp 1100, Reward 10.5 , Reach Goal,
2025-04-07 14:31:02,573 - INFO - Env 02, Goal (019.3, 008.7), Episode 00044, setp 300, Reward 11.0 , Reach Goal,
2025-04-07 14:31:02,573 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00044, setp 131, Reward -92.2, Crashed,
2025-04-07 14:31:02,573 - INFO - Env 01, Goal (023.2, 016.6), Episode 00044, setp 663, Reward 10.7 , Reach Goal,
2025-04-07 14:31:02,573 - INFO - Env 05, Goal (000.1, -21.5), Episode 00044, setp 512, Reward 8.1  , Reach Goal,
2025-04-07 14:31:12,278 - INFO - Env 20, Goal (002.3, -05.6), Episode 00058, setp 481, Reward 8.4  , Reach Goal,
2025-04-07 14:31:12,278 - INFO - Env 23, Goal (006.8, 024.1), Episode 00058, setp 414, Reward 9.0  , Reach Goal,
2025-04-07 14:31:12,278 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00058, setp 053, Reward 9.7  , Reach Goal,
2025-04-07 14:31:12,278 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00058, setp 214, Reward 8.9  , Reach Goal,
2025-04-07 14:31:12,278 - INFO - Env 21, Goal (031.9, -27.6), Episode 00058, setp 786, Reward 10.1 , Reach Goal,
2025-04-07 14:31:37,773 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00047, setp 627, Reward 8.7  , Reach Goal,
2025-04-07 14:31:37,773 - INFO - Env 16, Goal (030.2, 027.9), Episode 00047, setp 483, Reward 10.7 , Reach Goal,
2025-04-07 14:31:37,773 - INFO - Env 18, Goal (018.7, -33.9), Episode 00047, setp 923, Reward 10.1 , Reach Goal,
2025-04-07 14:31:37,773 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00047, setp 500, Reward 8.8  , Reach Goal,
2025-04-07 14:32:24,775 - INFO - Env 12, Goal (006.7, 019.0), Episode 00040, setp 252, Reward 9.7  , Reach Goal,
2025-04-07 14:32:24,775 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00040, setp 181, Reward 11.1 , Reach Goal,
2025-04-07 14:32:24,775 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00040, setp 1098, Reward 9.3  , Reach Goal,
2025-04-07 14:32:24,775 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00040, setp 144, Reward 8.8  , Reach Goal,
2025-04-07 14:32:24,775 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00040, setp 351, Reward -47.7, Crashed,
2025-04-07 14:32:34,375 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00059, setp 209, Reward 10.0 , Reach Goal,
2025-04-07 14:32:34,375 - INFO - Env 23, Goal (006.8, 024.1), Episode 00059, setp 001, Reward 15.0 , Reach Goal,
2025-04-07 14:32:34,375 - INFO - Env 20, Goal (002.3, -05.6), Episode 00059, setp 458, Reward 8.7  , Reach Goal,
2025-04-07 14:32:34,375 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00059, setp 034, Reward 10.1 , Reach Goal,
2025-04-07 14:32:34,375 - INFO - Env 21, Goal (031.9, -27.6), Episode 00059, setp 785, Reward 10.2 , Reach Goal,
2025-04-07 14:32:45,372 - INFO - Env 06, Goal (011.7, 004.7), Episode 00036, setp 083, Reward 10.4 , Reach Goal,
2025-04-07 14:32:45,372 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00036, setp 312, Reward 10.8 , Reach Goal,
2025-04-07 14:32:45,372 - INFO - Env 08, Goal (002.2, 017.8), Episode 00036, setp 516, Reward 8.4  , Reach Goal,
2025-04-07 14:32:45,372 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00036, setp 1125, Reward 8.6  , Reach Goal,
2025-04-07 14:32:56,171 - INFO - Env 03, Goal (009.4, -35.0), Episode 00045, setp 1083, Reward 11.0 , Reach Goal,
2025-04-07 14:32:56,171 - INFO - Env 01, Goal (023.2, 016.6), Episode 00045, setp 668, Reward 9.8  , Reach Goal,
2025-04-07 14:32:56,171 - INFO - Env 02, Goal (019.3, 008.7), Episode 00045, setp 328, Reward 9.8  , Reach Goal,
2025-04-07 14:32:56,171 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00045, setp 637, Reward 8.6  , Reach Goal,
2025-04-07 14:32:56,171 - INFO - Env 05, Goal (000.1, -21.5), Episode 00045, setp 037, Reward -90.2, Crashed,
2025-04-07 14:33:12,976 - INFO - Env 18, Goal (018.7, -33.9), Episode 00048, setp 904, Reward 10.6 , Reach Goal,
2025-04-07 14:33:12,976 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00048, setp 620, Reward 10.6 , Reach Goal,
2025-04-07 14:33:12,976 - INFO - Env 16, Goal (030.2, 027.9), Episode 00048, setp 481, Reward 10.7 , Reach Goal,
2025-04-07 14:33:12,976 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00048, setp 473, Reward 11.1 , Reach Goal,
2025-04-07 14:33:40,775 - INFO - Env 06, Goal (011.7, 004.7), Episode 00037, setp 067, Reward 9.3  , Reach Goal,
2025-04-07 14:33:40,775 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00037, setp 282, Reward 9.5  , Reach Goal,
2025-04-07 14:33:40,775 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00037, setp 475, Reward -123.1, Crashed,
2025-04-07 14:33:40,775 - INFO - Env 08, Goal (002.2, 017.8), Episode 00037, setp 519, Reward 9.5  , Reach Goal,
2025-04-07 14:33:57,471 - INFO - Env 21, Goal (031.9, -27.6), Episode 00060, setp 783, Reward 10.4 , Reach Goal,
2025-04-07 14:33:57,471 - INFO - Env 20, Goal (002.3, -05.6), Episode 00060, setp 490, Reward 8.8  , Reach Goal,
2025-04-07 14:33:57,471 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00060, setp 192, Reward 8.7  , Reach Goal,
2025-04-07 14:33:57,471 - INFO - Env 23, Goal (006.8, 024.1), Episode 00060, setp 398, Reward 10.9 , Reach Goal,
2025-04-07 14:33:57,471 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00060, setp 036, Reward 10.0 , Reach Goal,
2025-04-07 14:34:22,673 - INFO - Env 12, Goal (006.7, 019.0), Episode 00041, setp 183, Reward -30.5, Crashed,
2025-04-07 14:34:22,673 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00041, setp 577, Reward 6.1  , Reach Goal,
2025-04-07 14:34:22,673 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00041, setp 175, Reward 8.5  , Reach Goal,
2025-04-07 14:34:22,673 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00041, setp 1113, Reward 9.1  , Reach Goal,
2025-04-07 14:34:22,673 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00041, setp 127, Reward 10.8 , Reach Goal,
2025-04-07 14:34:27,370 - INFO - Env 18, Goal (018.7, -33.9), Episode 00049, setp 707, Reward -57.0, Crashed,
2025-04-07 14:34:27,370 - INFO - Env 16, Goal (030.2, 027.9), Episode 00049, setp 501, Reward 9.9  , Reach Goal,
2025-04-07 14:34:27,371 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00049, setp 613, Reward 9.8  , Reach Goal,
2025-04-07 14:34:27,371 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00049, setp 493, Reward 8.4  , Reach Goal,
2025-04-07 14:34:53,088 - INFO - Env 04, Goal (-19.1, 006.1), Episode 00046, setp 372, Reward -53.1, Crashed,
2025-04-07 14:34:53,088 - INFO - Env 01, Goal (023.2, 016.6), Episode 00046, setp 637, Reward 11.1 , Reach Goal,
2025-04-07 14:34:53,088 - INFO - Env 02, Goal (019.3, 008.7), Episode 00046, setp 311, Reward 10.2 , Reach Goal,
2025-04-07 14:34:53,088 - INFO - Env 05, Goal (000.1, -21.5), Episode 00046, setp 533, Reward 9.7  , Reach Goal,
2025-04-07 14:34:53,088 - INFO - Env 03, Goal (009.4, -35.0), Episode 00046, setp 1103, Reward 11.1 , Reach Goal,
2025-04-07 14:35:21,670 - INFO - Env 20, Goal (002.3, -05.6), Episode 00061, setp 497, Reward 8.4  , Reach Goal,
2025-04-07 14:35:21,670 - INFO - Env 19, Goal (-30.4, 030.5), Episode 00061, setp 029, Reward 11.2 , Reach Goal,
2025-04-07 14:35:21,670 - INFO - Env 22, Goal (-35.0, 009.0), Episode 00061, setp 181, Reward 11.1 , Reach Goal,
2025-04-07 14:35:21,670 - INFO - Env 23, Goal (006.8, 024.1), Episode 00061, setp 304, Reward -41.9, Crashed,
2025-04-07 14:35:21,670 - INFO - Env 21, Goal (031.9, -27.6), Episode 00061, setp 800, Reward 9.7  , Reach Goal,
2025-04-07 14:35:46,084 - INFO - Env 08, Goal (002.2, 017.8), Episode 00038, setp 495, Reward 10.8 , Reach Goal,
2025-04-07 14:35:46,084 - INFO - Env 06, Goal (011.7, 004.7), Episode 00038, setp 082, Reward 9.5  , Reach Goal,
2025-04-07 14:35:46,084 - INFO - Env 09, Goal (-22.7, 023.4), Episode 00038, setp 286, Reward 8.2  , Reach Goal,
2025-04-07 14:35:46,085 - INFO - Env 07, Goal (-34.9, 029.6), Episode 00038, setp 1187, Reward 9.4  , Reach Goal,
2025-04-07 14:36:08,279 - INFO - Env 17, Goal (-19.2, -08.9), Episode 00050, setp 458, Reward 8.4  , Reach Goal,
2025-04-07 14:36:08,279 - INFO - Env 16, Goal (030.2, 027.9), Episode 00050, setp 467, Reward 7.4  , Reach Goal,
2025-04-07 14:36:08,279 - INFO - Env 15, Goal (-06.6, -03.7), Episode 00050, setp 607, Reward 9.0  , Reach Goal,
2025-04-07 14:36:08,279 - INFO - Env 18, Goal (018.7, -33.9), Episode 00050, setp 951, Reward 10.0 , Reach Goal,
2025-04-07 14:36:18,374 - INFO - Env 11, Goal (-12.0, -22.7), Episode 00042, setp 125, Reward 10.1 , Reach Goal,
2025-04-07 14:36:18,374 - INFO - Env 10, Goal (-28.2, 023.2), Episode 00042, setp 1099, Reward 9.4  , Reach Goal,
2025-04-07 14:36:18,374 - INFO - Env 14, Goal (-09.3, 032.2), Episode 00042, setp 065, Reward -39.2, Crashed,
2025-04-07 14:36:18,374 - INFO - Env 13, Goal (-03.3, 016.9), Episode 00042, setp 578, Reward 10.3 , Reach Goal,
2025-04-07 14:36:18,374 - INFO - Env 12, Goal (006.7, 019.0), Episode 00042, setp 263, Reward 10.7 , Reach Goal,
